"","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"8956",120,4,2,956,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"957",120,5,1,957,0,0,3,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8957",120,5,2,957,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"958",120,6,1,958,300,200,1,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8958",120,6,2,958,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"959",120,7,1,959,100,50,1,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8959",120,7,2,959,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"960",120,8,1,960,300,200,10,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8960",120,8,2,960,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"961",121,1,1,961,100,300,0,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"8961",121,1,2,961,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"962",121,2,1,962,100,300,1,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8962",121,2,2,962,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"963",121,3,1,963,300,50,1,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8963",121,3,2,963,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"964",121,4,1,964,50,500,0,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"8964",121,4,2,964,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"965",121,5,1,965,200,0,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8965",121,5,2,965,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"966",121,6,1,966,1000,100,3,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8966",121,6,2,966,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"967",121,7,1,967,100,0,10,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8967",121,7,2,967,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"968",121,8,1,968,200,0,3,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8968",121,8,2,968,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"969",122,1,1,969,50,1000,1,1,0,0,0,0,"$50 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8969",122,1,2,969,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"970",122,2,1,970,100,100,1,1,0,0,0,0,"$100 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8970",122,2,2,970,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"971",122,3,1,971,50,50,0,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"8971",122,3,2,971,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"972",122,4,1,972,50,50,0,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"8972",122,4,2,972,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"973",122,5,1,973,0,0,10,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8973",122,5,2,973,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"974",122,6,1,974,50,0,0,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"8974",122,6,2,974,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"975",122,7,1,975,100,200,1,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8975",122,7,2,975,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"976",122,8,1,976,300,0,10,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8976",122,8,2,976,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"977",123,1,1,977,100,300,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"8977",123,1,2,977,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"978",123,2,1,978,0,100,10,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8978",123,2,2,978,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"979",123,3,1,979,500,500,1,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8979",123,3,2,979,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"980",123,4,1,980,300,200,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8980",123,4,2,980,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"981",123,5,1,981,1000,0,3,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8981",123,5,2,981,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"982",123,6,1,982,200,50,10,1,0,0,0,0,"$200 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8982",123,6,2,982,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"983",123,7,1,983,0,0,0,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"8983",123,7,2,983,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"984",123,8,1,984,100,0,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"8984",123,8,2,984,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"985",124,1,1,985,50,50,3,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8985",124,1,2,985,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"986",124,2,1,986,200,1000,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",""
"8986",124,2,2,986,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"987",124,3,1,987,50,0,0,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"8987",124,3,2,987,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"988",124,4,1,988,100,200,10,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8988",124,4,2,988,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"989",124,5,1,989,1000,0,10,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8989",124,5,2,989,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"990",124,6,1,990,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8990",124,6,2,990,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"991",124,7,1,991,300,500,10,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8991",124,7,2,991,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"992",124,8,1,992,50,500,3,1,0,0,0,0,"$50 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8992",124,8,2,992,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"993",125,1,1,993,100,0,1,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8993",125,1,2,993,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"994",125,2,1,994,300,300,1,1,0,0,0,0,"$300 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8994",125,2,2,994,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"995",125,3,1,995,1000,100,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8995",125,3,2,995,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"996",125,4,1,996,0,300,1,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8996",125,4,2,996,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"997",125,5,1,997,1000,500,3,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8997",125,5,2,997,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"998",125,6,1,998,200,100,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"8998",125,6,2,998,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"999",125,7,1,999,50,500,3,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8999",125,7,2,999,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"1000",125,8,1,1000,200,100,0,1,0,0,0,0,"$200 in cash","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"9000",125,8,2,1000,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"1001",126,1,1,1001,100,0,3,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"9001",126,1,2,1001,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"1002",126,2,1,1002,300,200,10,1,0,0,0,0,"$300 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"9002",126,2,2,1002,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"1003",126,3,1,1003,100,300,10,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"9003",126,3,2,1003,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"1004",126,4,1,1004,300,300,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"9004",126,4,2,1004,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"1005",126,5,1,1005,100,0,3,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"9005",126,5,2,1005,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
